,OSA,Healthy
Chin-FLb,0.012900762386914465,0.0030425766505272726
Chin-C3d,0.00573450604644899,0.002019654180652262
Chin-C3t,-9.049685378870588e-05,-0.0002331658840774754
Chin-C3a,0.0027006128451820496,0.0012609474176241606
Chin-C3s,0.0013278885120554123,0.000673248054949338
Chin-C3b,0.007527209684825042,0.001912646643485421
Chin-O1d,0.0072283203551889415,0.002052974244137363
Chin-O1t,0.0002463476368949927,0.00023179817663961864
Chin-O1a,0.0017730055496300678,0.0006594397989598811
Chin-O1s,0.003093508425432478,0.0008548117992384424
Chin-O1b,0.004981493603123959,0.0012396250668170019
Chin-FRd,0.005479621651054753,0.0019024173784820825
Chin-FRt,0.002981685662999896,0.000981794617050513
Chin-FRa,0.00439098628703658,0.0016801742999587575
Chin-FRs,0.001892232643316514,0.0008720687118783019
Chin-FRb,0.00445277900038735,0.001228857025741248
Chin-C4d,0.005338698432188311,0.0015996678651563924
Chin-C4t,0.00034318187121392286,0.00011536362257487214
Chin-C4a,-0.0009400570262804908,-0.0012000409013730095
Chin-C4s,0.0005981882345718961,0.0003114342167832299
Chin-C4b,0.00558634593810799,0.001665235767660317
Chin-O2d,0.0025016541687428845,0.0006133925782372654
Chin-O2t,0.002595209863328417,0.0005934162630694265
Chin-O2a,0.003286553641605734,0.0007175606044817638
Chin-O2s,0.0025379586898161984,0.0005704084479505069
Chin-O2b,0.005331631124090098,0.0011529538260169247
Leg-Eye1,-0.0028861759752498864,-0.010256889124727433
Leg-Eye2,0.0005102999809506296,0.00020910824165003088
Leg-FLd,-0.0028805167987728296,-0.005062909845389783
Leg-FLt,-0.0011138270781101702,-0.001079901668909194
Leg-FLa,0.00033148375671342476,-0.00014438112048487545
Leg-FLs,0.00039862424798044486,0.0002497814849093709
Leg-FLb,0.0009234797304115783,0.0003671059783710879
Leg-C3d,-0.0015535163939112688,-0.0014120173154134827
Leg-C3t,0.00011345800856075972,-1.188603826319303e-05
Leg-C3a,0.0027147607245073192,0.0007959566056241283
Leg-C3s,0.0007400406905676545,0.0003992785973867776
Leg-C3b,0.004017635521409983,0.0009752293822246499
Leg-O1d,0.002507969273268319,0.0009293802290388402
Leg-O1t,-0.0003026805161469713,-0.00020110293155866927
Leg-O1a,0.00011721882490860695,8.829473870025108e-05
Leg-O1s,0.0049145996566528774,0.0010766482866578389
Leg-O1b,0.006912608263708614,0.0014086216459185258
Leg-FRd,-0.00034278308643737103,-0.00043995196320441976
Leg-FRt,-0.00011369539097559369,-0.00026640819785153847
Leg-FRa,0.002719920036183543,0.001056180456088495
Leg-FRs,0.005391182582720764,0.0014567847857689712
Leg-FRb,0.00580081507775034,0.0015732018742301158
Leg-C4d,-0.0003923539836699747,-0.00028616550984455466
Leg-C4t,0.002664791927820065,0.001096339133450741
Leg-C4a,0.0028432832397450292,0.0008625805281241041
Leg-C4s,0.000927672228833105,0.00031154284796249774
Leg-C4b,0.007766038684271737,0.0016206563124304182
Leg-O2d,0.0007593744960716955,8.114624278930751e-05
Leg-O2t,0.0003113043871476224,0.0001313803924026515
Leg-O2a,-0.0019435169851685832,-0.002014607367932318
Leg-O2s,0.002923851500306529,0.0009631986946275794
Leg-O2b,0.004843578531033707,0.001305129055654677
Eye1-Eye2,0.0014498050823869787,-0.0020339769101534143
Eye1-FLd,-0.0011648101286175264,-0.004017317828014501
Eye1-FLt,-0.00414638584710342,-0.008276617216952751
Eye1-FLa,-0.0002424699307506673,-0.0010850912489316267
Eye1-FLs,-0.003615102075256495,-0.006891198922559962
Eye1-FLb,-0.002124702439883202,-0.003446509156862689
Eye1-C3d,-0.005136565257975181,-0.011593167321350106
Eye1-C3t,-0.002875226675435764,-0.005814830444874389
Eye1-C3a,-0.0007734253800795015,-0.001146758841583185
Eye1-C3s,-0.00045665599645955125,-0.0008014411035114681
Eye1-C3b,-0.0027692995010590326,-0.0036422030575587586
Eye1-O1d,-0.003775201753664685,-0.0069752789223586536
Eye1-O1t,0.0019291725380404905,0.0012057091743049972
Eye1-O1a,0.00039834458398439916,0.00042545228847814653
Eye1-O1s,0.001791128175306337,0.0010884926195127004
Eye1-O1b,0.003162179158945041,0.0016120832431086025
Eye1-FRd,0.0031514964142209992,0.0023745497069530387
Eye1-FRt,-0.0017253035521932168,-0.003261489702272527
Eye1-FRa,-0.001925713239566792,-0.0033254502004738395
Eye1-FRs,-0.0029663189529608837,-0.006226918677738323
Eye1-FRb,-0.0016806405637646734,-0.0029354557182498906
Eye1-C4d,0.007410192251756304,0.0022634007685425938
Eye1-C4t,-0.0012437836727600322,-0.0026337174524552216
Eye1-C4a,-0.0006787499279958129,-0.0008893835913386013
Eye1-C4s,0.0003441717601261765,7.775329108604257e-05
Eye1-C4b,-0.002654984923228405,-0.0037567239382460997
Eye1-O2d,-0.005589553017895155,-0.011722302046783038
Eye1-O2t,0.0020149907323366726,0.001052870388753369
Eye1-O2a,0.0013576206363219712,0.0006059523300754948
Eye1-O2s,0.0015148488748289244,0.0006442478419056262
Eye1-O2b,-0.001106480222491492,-0.0007092434619188883
Eye2-FLd,0.0038984377805580546,0.002958507278660448
Eye2-FLt,-0.0017565506094546182,-0.0030536120967818168
Eye2-FLa,-0.0014819330424143016,-0.002922835178941382
Eye2-FLs,-0.0018791832205823672,-0.0026192130115180296
Eye2-FLb,0.0028647830235409002,0.0018018505899406677
Eye2-C3d,0.001027837479322047,-0.00020856666425913376
Eye2-C3t,-0.0035259149409364336,-0.008980604339801723
Eye2-C3a,-0.0007588413195318882,-0.0011233460928520734
Eye2-C3s,-0.002618213209755147,-0.005304929912860584
Eye2-C3b,-0.0012427277450043092,-0.002066932957805453
Eye2-O1d,-0.005704075637130583,-0.017077414142235244
Eye2-O1t,0.0006207526959087386,0.0005187034279303476
Eye2-O1a,4.914256826688383e-05,0.0001332124962269061
Eye2-O1s,-0.0010839121484820314,-0.0007264620773473142
Eye2-O1b,-0.001245644903066244,-0.0013943257454806372
Eye2-FRd,-0.0019019491175006314,-0.004352038453590001
Eye2-FRt,-0.006687774763585537,-0.023883613915443504
Eye2-FRa,-0.006251870828961048,-0.01867137972679293
Eye2-FRs,-0.005776558346406223,-0.018772117629398354
Eye2-FRb,-0.005950823317256298,-0.017474372723451516
Eye2-C4d,-0.0058459253253801136,-0.01683345471386588
Eye2-C4t,-0.003978789043884363,-0.011884636471577401
Eye2-C4a,-0.0025426481530087704,-0.005016005341508379
Eye2-C4s,-0.0019112577138798391,-0.004681933855204962
Eye2-C4b,-0.003178912046815973,-0.006755428465224263
Eye2-O2d,-0.001724428307539017,-0.0032483278284242446
Eye2-O2t,-0.00041934093064016734,-0.00035778088527643585
Eye2-O2a,-0.00039987573305752565,-0.0005223504358286271
Eye2-O2s,-0.00034085664828500126,-0.0005574052932229883
Eye2-O2b,-0.0008371590788254687,-0.0007160918717694796
FLd-FLt,-0.0021305290042793476,-0.0062879080972294
FLd-FLa,0.002106072635400426,0.0008554455096314528
FLd-FLs,0.0010905192871104434,-1.2332030517033877e-05
FLd-FLb,0.002249450316302085,-0.00040056012848399374
FLd-C3d,-0.0002934952513408397,-0.0030135086404985733
FLd-C3t,-0.002433801515213027,-0.0048716845160645846
FLd-C3a,0.0010582952880124025,0.0006979357821917091
FLd-C3s,-0.0022756785499934164,-0.0040864059085356525
FLd-C3b,-0.001515946856523704,-0.0024430666731441505
FLd-O1d,-0.0016884967807092172,-0.0038627106175188435
FLd-O1t,0.0001558956530820806,0.00024251264325697648
FLd-O1a,-9.145617117122676e-05,-3.93403269794491e-05
FLd-O1s,0.00011324456720441141,9.876957842545062e-05
FLd-O1b,0.0034700350952613914,0.001446574457280023
FLd-FRd,-0.0014040672216051827,-0.005602353757658822
FLd-FRt,-0.0009590611689374144,-0.005626909014230604
FLd-FRa,-0.0029387021841961003,-0.005617168789895048
FLd-FRs,-0.003490431283727484,-0.007627000950774077
FLd-FRb,-0.005644659368956521,-0.010045619434366729
FLd-C4d,-0.0021485162645401186,-0.007449741839046174
FLd-C4t,-0.0018702119626636932,-0.004026002548436491
FLd-C4a,0.00022099400230029238,0.0002330371295976317
FLd-C4s,-0.0015344538448764597,-0.0030877558129845293
FLd-C4b,-0.0027567757786132138,-0.004222342737319209
FLd-O2d,0.0028032952320890528,0.0020974281993919237
FLd-O2t,0.002361966365722656,0.0009840840935301377
FLd-O2a,0.0027825441945623247,0.0011778250106500182
FLd-O2s,0.006711349304881939,0.002284404232484299
FLd-O2b,0.0033882321925823382,0.0013306967396874655
FLt-FLa,0.0019672539572740937,-0.0017325641679245766
FLt-FLs,0.002191306076601969,-0.0001391341657357193
FLt-FLb,0.002901238282870913,-0.0008592553191657758
FLt-C3d,-0.0013782071076553683,-0.00240564419281285
FLt-C3t,0.0012654120547511108,0.001173036401110021
FLt-C3a,0.00013205114552041289,-0.0009770591512350978
FLt-C3s,-0.0012675456839530903,-0.0016434178957279028
FLt-C3b,-0.002798551673597406,-0.0037282002177067273
FLt-O1d,-0.00024952284054020456,-0.00035683304393009023
FLt-O1t,0.0025142739490237563,0.002256585459468549
FLt-O1a,0.001674635023898477,0.0011797198692841302
FLt-O1s,-0.0012353228341910913,-0.0011944430905767502
FLt-O1b,0.0030718227540440504,0.0013704223774553817
FLt-FRd,-0.0011313995302391175,-0.003892846879907639
FLt-FRt,-0.0030780548724173113,-0.004908600232543588
FLt-FRa,-0.001871872444845139,-0.004594057032609116
FLt-FRs,-0.0022429518617985435,-0.004385633362957657
FLt-FRb,-0.004478768265719414,-0.009673136061763931
FLt-C4d,-0.0019038582362915848,-0.004385725522226419
FLt-C4t,-0.0028011841437443363,-0.007126746509917984
FLt-C4a,-0.0010454913218418986,-0.0015742395817114258
FLt-C4s,-0.0016877517265393694,-0.002872362881352894
FLt-C4b,-0.004439172760549027,-0.008115915267324483
FLt-O2d,0.00122785838394467,0.0006419320446467405
FLt-O2t,0.00034823208914872515,0.00018087157125032367
FLt-O2a,0.0013109955106619764,0.0008522199715350152
FLt-O2s,0.0017216496768407692,0.0012395218695157102
FLt-O2b,0.0002390359238754117,0.00012193531420129326
FLa-FLs,0.001767550193900234,0.00012513831496531168
FLa-FLb,0.000146900289158729,-0.001196908560020311
FLa-C3d,-0.0014854707462646423,-0.00239161148463919
FLa-C3t,-0.002497418512654512,-0.004268252192499329
FLa-C3a,0.000369439748438231,-0.00022340088412327788
FLa-C3s,-0.001715933233442352,-0.0027558116756420423
FLa-C3b,-0.0007768200542698342,-0.0011873170356193946
