,OSA,Healthy
FRb-O2d,-0.004836079598741291,-0.00442153360892889
FRb-O2t,-0.0008146719965388112,-0.0016697869556108573
FRb-O2a,-0.0013488010103008085,-0.002703214510171638
FRb-O2s,0.0015911962867474546,-0.0002453569152835929
FRb-O2b,0.005731421733174706,0.0007327965351147332
C4d-C4t,-0.003956542824628517,-0.004780461035006538
C4d-C4a,0.004395093546440727,0.0018072898795866784
C4d-C4s,0.00643678177659202,0.002415355285152302
C4d-C4b,0.005474856618091321,0.0012118889874834816
C4d-O2d,-0.00018346787220924952,-5.391837440355133e-05
C4d-O2t,-0.0027556271381554615,-0.002186555208401151
C4d-O2a,0.0033347424211241012,0.001290960511654581
C4d-O2s,0.002820684580355711,0.0008555892707474937
C4d-O2b,0.011427185692717107,0.0033163361374983677
C4t-C4a,0.0012913883951680325,-0.00017040155940197427
C4t-C4s,0.00243179439702675,0.00026004289096365077
C4t-C4b,0.0013094738396442428,0.0002474992109203849
C4t-O2d,-0.002002710503285875,-0.0026141930892388554
C4t-O2t,0.0026546122657489387,0.002116315558094549
C4t-O2a,0.0009149117343641312,0.0006781460706133496
C4t-O2s,0.0038407631337196045,0.001736186253505518
C4t-O2b,-0.00035203070848444426,-0.0006236534086470935
C4a-C4s,-0.0033967099958407813,-0.004111609233087553
C4a-C4b,-0.0017012022552364103,-0.004546919521712773
C4a-O2d,0.004655830431621273,0.001910505876475204
C4a-O2t,0.0003743162602418079,-0.0010576478412169324
C4a-O2a,0.0061147423653872875,0.0007682250287700833
C4a-O2s,0.0014824926242432265,-7.284304897038101e-05
C4a-O2b,0.001019516000756909,-0.0010208922902488677
C4s-C4b,0.0036562035928357174,0.00021564543569119066
C4s-O2d,0.005458308199944281,0.002003254529811988
C4s-O2t,0.002070326465727812,-0.00013151629836878127
C4s-O2a,-0.000904627313542062,-0.0024773771769485216
C4s-O2s,0.0033915327229279793,0.0017869820934041819
C4s-O2b,0.0014481919780624292,8.845813936004271e-05
C4b-O2d,0.0030958407619905066,0.0006008848825112415
C4b-O2t,0.0010732213648042843,-0.00048647787079420543
C4b-O2a,-0.00034732726417782147,-0.0018040147788917498
C4b-O2s,0.00291084868078465,0.0007632072271496799
C4b-O2b,0.006560114725154583,0.0041678591655894895
O2d-O2t,0.004628812686806681,0.0028907818483234365
O2d-O2a,0.009234368745371941,0.0031702685612331077
O2d-O2s,0.0030684037936355357,0.0004055090315245906
O2d-O2b,0.006713802099661966,0.0019705646630841485
O2t-O2a,0.005901089254409733,0.002031828462307753
O2t-O2s,0.005833277957659826,0.0023769711932727644
O2t-O2b,0.007330260557149538,0.0029319701052570738
O2a-O2s,0.002507125168580266,-0.0008159806876480051
O2a-O2b,0.0012393928956582266,-0.0003171902106448968
O2s-O2b,0.006320435611708634,0.0035007903039130346
